"Result ID","القطاع","السؤال/المسار الذي يصل إليه","وضعك باختصار","وش تسوي الآن؟","الجهة المختصة","المحكمة إن وجدت","الخدمة/المنصة","المتطلبات","المستندات","المدة","الرسوم","الاعتراض","الخطوة التالية","النظام","اللائحة","المادة/المواد","المصدر الرسمي","رابط المصدر","تاريخ آخر تحقق","الثبات","تصنيف التحقق","سبب تصنيف التحقق","مستوى الخطورة القانونية","سبب مستوى الخطورة","هل تحتاج اعتماد محامٍ؟","السؤال المحدد للمحامي","Approved / Needs Change","Lawyer Notes"
"R-CIVIL-SALE-DEFECT","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← مشكلتي في عقد بيع أو مبيع → Q504: وش المشكلة في عقد البيع؟ ← ظهر عيب في المبيع","ظهر في المبيع عيب ينقص قيمته أو منفعته المقصودة.","المادة 338 تخير المشتري -عند تحقق الضمان- بين طلب فسخ البيع أو إمساك المبيع والرجوع بفرق الثمن، وللبائع في الحالة النظامية تقديم بديل مماثل غير معيب، مع إمكان التعويض عند مقتضاه.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع بسبب عيب في المبيع | دعوى عقد بيع بحسب أثر العيب المطلوب","العقد، فاتورة/إثبات الشراء، صور وتقارير العيب، تاريخ اكتشافه، إشعار البائع.","عقد/فاتورة الشراء، صور وتقارير فنية، مراسلات البائع، وإثبات الضرر أو المصروفات إن طلبت.","الأصل ألا تُسمع دعوى ضمان العيب بعد 180 يومًا من تاريخ تسليم المبيع، ما لم يلتزم البائع بمدة أطول؛ ولا يتمسك بها البائع عند ثبوت إخفاء العيب غشًا.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع وقيمة القضية.","غير منطبق ظاهرًا","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","","","المواد 338–344","وزارة العدل — صحيفة دعوى","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-22","ثابتة نظاميًا نسبيًا","PARTIALLY VERIFIED","المصدر رسمي لكنه لا يثبت آليًا جميع عناصر الاختصاص/المدة/الرسوم المركبة في النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-SALE-HIDDEN-DEFECT","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← مشكلتي في عقد بيع أو مبيع → Q504: وش المشكلة في عقد البيع؟ ← البائع أخفى العيب أو غشني فيه","تعتقد أن البائع تعمد إخفاء عيب في المبيع.","اجمع دليل العيب والإخفاء. المواد 338–344 تنظم ضمان العيب، ولا يستفيد البائع من اتفاق الإعفاء إذا تعمد إخفاء العيب، كما لا يتمسك بمدة 180 يومًا إذا ثبت أن الإخفاء كان بغش منه.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","عيب خفي في المبيع | دعوى ضمان عيب بحسب الواقعة","العقد، الإعلان والوصف، المراسلات، تقرير فني، وما يثبت علم البائع أو الإخفاء.","العقد/الفاتورة، تقرير فني، صور، تاريخ الاكتشاف والمراسلات.","الأصل ألا تُسمع دعوى ضمان العيب بعد 180 يومًا من تاريخ تسليم المبيع، ما لم يلتزم البائع بمدة أطول؛ ولا يتمسك بها البائع عند ثبوت إخفاء العيب غشًا.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع وقيمة القضية.","غير منطبق ظاهرًا","إذا لم يوجد سند تنفيذي أو مسار خاص، تُرفع المطالبة أمام المحكمة المختصة وتُفحص الوقائع والأدلة والدفوع.","","","المواد 338–344","وزارة العدل — صحيفة دعوى","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-22","ثابتة نظاميًا نسبيًا","PARTIALLY VERIFIED","المصدر رسمي لكنه لا يثبت آليًا جميع عناصر الاختصاص/المدة/الرسوم المركبة في النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-SETTLEMENT-DEBT","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← عندي صلح أو أبي أعرف أثر اتفاق الصلح → Q507: وش المشكلة في الصلح؟ ← الصلح على جزء من الدين أو تأجيله","الصلح يتضمن قبول بعض الدين أو تأجيله أو تعجيله مع الحط منه.","المادة 397 تجيز الصلح على بعض المدعى به، وعلى تأجيل الدين أو بعضه دون زيادة، أو تعجيله والحط منه.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة العامة","دعوى جديدة عبر «صحيفة دعوى» إذا كان الحق محل نزاع ولم يوجد سند تنفيذي؛ وإذا كانت القضية قائمة فيقدم الطلب/الدفع داخلها بحسب مرحلتها.","اتفاق الصلح، أصل الدين، جدول السداد، ما تم دفعه.","","","","بعد تقديم صحيفة الدعوى يُدقق الطلب؛ عند وجود نواقص يطلب استكمالها، وعند القبول يرسل رقم القضية واسم الدائرة. ثم تنظر الدائرة الأدلة والدفوع وتصدر حكمًا قابلًا لطرق الاعتراض النظامية بحسب نوعه ومرحلته.","بعد تقديم صحيفة الدعوى يُدقق الطلب؛ عند وجود نواقص يطلب استكمالها، وعند القبول يرسل رقم القضية واسم الدائرة. ثم تنظر الدائرة الأدلة والدفوع وتصدر حكمًا قابلًا لطرق الاعتراض النظامية بحسب نوعه ومرحلته.","نظام المعاملات المدنية","","المادة 397","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","قابلة للتغير","STALE RISK","نظام تنفيذ جديد نُشر في 2026 وسيحل محل النظام السابق بعد 180 يومًا؛ يلزم تثبيت تاريخ النفاذ وخطة تحديث النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-SETTLEMENT-EFFECT","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← عندي صلح أو أبي أعرف أثر اتفاق الصلح → Q507: وش المشكلة في الصلح؟ ← اتفقنا على صلح وأبي أعرف أثره","أبرمت صلحًا لحسم نزاع قائم أو لتوقي نزاع محتمل.","المواد 391–399 تنظم الصلح، وهو يحسم النزاع في حدود الحقوق التي شملها وفق الاتفاق. اقرأ نص الصلح لتحديد ما تم التنازل عنه وما بقي خارج نطاقه.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة العامة","دعوى جديدة عبر «صحيفة دعوى» إذا كان الحق محل نزاع ولم يوجد سند تنفيذي؛ وإذا كانت القضية قائمة فيقدم الطلب/الدفع داخلها بحسب مرحلتها.","اتفاق/محضر الصلح، المطالبات الأصلية، ما تم تنفيذه.","","","","بعد تقديم صحيفة الدعوى يُدقق الطلب؛ عند وجود نواقص يطلب استكمالها، وعند القبول يرسل رقم القضية واسم الدائرة. ثم تنظر الدائرة الأدلة والدفوع وتصدر حكمًا قابلًا لطرق الاعتراض النظامية بحسب نوعه ومرحلته.","بعد تقديم صحيفة الدعوى يُدقق الطلب؛ عند وجود نواقص يطلب استكمالها، وعند القبول يرسل رقم القضية واسم الدائرة. ثم تنظر الدائرة الأدلة والدفوع وتصدر حكمًا قابلًا لطرق الاعتراض النظامية بحسب نوعه ومرحلته.","نظام المعاملات المدنية","","المواد 391–399","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","قابلة للتغير","STALE RISK","نظام تنفيذ جديد نُشر في 2026 وسيحل محل النظام السابق بعد 180 يومًا؛ يلزم تثبيت تاريخ النفاذ وخطة تحديث النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-SETTLEMENT-UNKNOWN","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← عندي صلح أو أبي أعرف أثر اتفاق الصلح → Q507: وش المشكلة في الصلح؟ ← الصلح فيه حق مجهول","الصلح يتعلق بحق غير محدد بالكامل.","المادة 395 تجيز الصلح على حق مجهول إذا كانت الجهالة لا تمنع التسليم وكان الحق مما يتعذر العلم به في مدة قريبة بحسب طبيعته ومقداره ومكانه.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة العامة","دعوى جديدة عبر «صحيفة دعوى» إذا كان الحق محل نزاع ولم يوجد سند تنفيذي؛ وإذا كانت القضية قائمة فيقدم الطلب/الدفع داخلها بحسب مرحلتها.","اتفاق الصلح، وصف الحق، سبب تعذر تحديده، آلية التسليم.","","","","بعد تقديم صحيفة الدعوى يُدقق الطلب؛ عند وجود نواقص يطلب استكمالها، وعند القبول يرسل رقم القضية واسم الدائرة. ثم تنظر الدائرة الأدلة والدفوع وتصدر حكمًا قابلًا لطرق الاعتراض النظامية بحسب نوعه ومرحلته.","بعد تقديم صحيفة الدعوى يُدقق الطلب؛ عند وجود نواقص يطلب استكمالها، وعند القبول يرسل رقم القضية واسم الدائرة. ثم تنظر الدائرة الأدلة والدفوع وتصدر حكمًا قابلًا لطرق الاعتراض النظامية بحسب نوعه ومرحلته.","نظام المعاملات المدنية","","المادة 395","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","قابلة للتغير","STALE RISK","نظام تنفيذ جديد نُشر في 2026 وسيحل محل النظام السابق بعد 180 يومًا؛ يلزم تثبيت تاريخ النفاذ وخطة تحديث النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-CIVIL-TORT-DAMAGES","المعاملات المدنية","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← تعويض أو إخلال بعقد أو استرداد مبلغ غير مستحق → Q500: وش نوع مطالبتك المدنية؟ ← شخص سبب لي ضرر وأبي تعويض","تقول إن شخصًا ألحق بك ضررًا مستقلًا عن مجرد عدم تنفيذ عقد.","باب الفعل الضار ينظم التعويض، والمادة 139 تجيز بحسب الظروف التعويض بالنقد أو بالمثل أو إعادة الحال أو أمرًا متصلًا بالفعل الضار.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","تعويض عن فعل ضار | دعوى تعويض غير عقدية","إثبات الواقعة الضارة، الضرر، العلاقة السببية، وأي تقارير أو فواتير أو مراسلات أو أحكام مرتبطة.","المحاضر والتقارير والصور والفواتير والمراسلات وكل ما يثبت الضرر والسببية بحسب الحالة.","لا تُسمع دعوى التعويض عن الفعل الضار بعد 3 سنوات من تاريخ علم المتضرر بالضرر وبالمسؤول عنه، وبحد أقصى 10 سنوات من وقوع الضرر، مع مراعاة الاستثناء المرتبط بالجريمة.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب القضية.","غير منطبق ظاهرًا","إذا كانت مطالبة قضائية، تُقدّم عبر صحيفة الدعوى بالتصنيف المناسب وتُراجع المحكمة الوقائع والأدلة والطلبات.","نظام المعاملات المدنية","","","هيئة الخبراء بمجلس الوزراء — نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-22","ثابتة نظاميًا نسبيًا","VERIFIED","تدقيق تفصيلي ومصدر نظامي أولي فُتح وتحقق من بقائه متاحًا في هذه المرحلة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-BROKERAGE-COMMERCIAL","عام ومتعدد القطاعات","Q001: وش صار معك؟ ← عقار أو إيجار → Q070: وش موضوع العقار أو الإيجار؟ ← وساطة عقارية أو عمولة وسيط → Q260: الوساطة أو السمسرة من أي نوع؟ ← وساطة أو سمسرة غير عقارية في عقد أو صفقة → Q261: وش صفة الأطراف وطبيعة العقد وقيمة المطالبة؟ ← الحالة تجارية وفق صفة الأطراف والعقد والقيمة","نزاع الوساطة غير العقارية يحقق وصفًا يدخل في اختصاص المحكمة التجارية بحسب صفة الأطراف وطبيعة العقد وقيمة المطالبة التي حددتها.","اجمع اتفاق الوساطة وما يثبت دور الوسيط وإتمام الصفقة واستحقاق العمولة، ثم ابدأ صحيفة دعوى تجارية إذا لم يوجد اختصاص خاص أو شرط تحكيم.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة التجارية","مطالبة عمولة وساطة غير عقارية ذات وصف تجاري | ناجز | دعوى تجارية بعد تحقق الاختصاص","للتقييم راجع اتفاق الوساطة وطبيعة النشاط وصفة الأطراف والعقد أو الصفقة الناتجة والمراسلات وقيمة المطالبة وشرط تسوية النزاع. هذه معلومات وأدلة لتحديد الاختصاص والاستحقاق، وليست متطلبات تقديم موحدة.","اتفاق الوساطة، المراسلات، ما يثبت أداء الوسيط وإتمام الصفقة واستحقاق العمولة، وأي مستندات يطلبها تصنيف الدعوى.","لا توجد مدة موحدة لكل مطالبات الوساطة التجارية في صفحة صحيفة الدعوى؛ الميعاد يتحدد بالنظام الخاص والعلاقة.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع القضية.","غير منطبق ظاهرًا","تنظر المحكمة التجارية في الاختصاص أولًا ثم في ثبوت الاتفاق ودور الوسيط واستحقاق العمولة.","","","","وزارة العدل — صحيفة دعوى","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-20","قابلة للتغير","PARTIALLY VERIFIED","المصدر رسمي لكنه لا يثبت آليًا جميع عناصر الاختصاص/المدة/الرسوم المركبة في النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","هل الجهة والمحكمة ونوع الإجراء المحددة صحيحة لكل صور الحالة والاستثناءات المحتملة؟","NEEDS REVIEW",""
"R-MONEY-CLAIM-FIRST","عام ومتعدد القطاعات","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← ما أعرف كيف أصنف العلاقة → Q014: وش نوع العلاقة بينكم؟ ← تعامل شخصي بين أفراد → Q015: أنت بأي صفة؟ ← أنا أطالب بالمبلغ","أنت دائن لكن لا يوجد لدينا حتى الآن سند تنفيذي مؤكد.","حدد نوع العلاقة والمرحلة السابقة للدعوى قبل اختيار المحكمة أو الخدمة.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","صحيفة دعوى | ناجز | دعوى جديدة","للتقييم الأولي اجمع ما يثبت العلاقة والمبلغ وأي مطالبة أو مراسلات أو مستندات مؤيدة. نوع العلاقة وصفة الأطراف معلومات لتحديد الاختصاص وليست مستندات إضافية بحد ذاتها.","مستندات إثبات المطالبة بحسب تصنيف الدعوى.","لا نضع مهلة موحدة؛ المدد تتحدد بحسب الحق والنظام.","تخضع الدعوى للتكاليف القضائية عند انطباق النظام؛ لا مبلغ موحد.","غير منطبق ظاهرًا","قد تكون الخطوة صلحًا/شكوى/دعوى بحسب العلاقة.","","","","وزارة العدل — رحلة القضية في وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","2026-09-20","قابلة للتغير","PARTIALLY VERIFIED","المصدر رسمي لكنه لا يثبت آليًا جميع عناصر الاختصاص/المدة/الرسوم المركبة في النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-MONEY-DEBTOR-STATUS","عام ومتعدد القطاعات","Q001: وش صار معك؟ ← لي مبلغ أو حق مالي عند شخص أو جهة → Q010: المبلغ سببه وش؟ ← ما أعرف كيف أصنف العلاقة → Q014: وش نوع العلاقة بينكم؟ ← تعامل شخصي بين أفراد → Q015: أنت بأي صفة؟ ← أنا المطلوب مني السداد","أنت الطرف المطلوب منه السداد، والخطوة تعتمد على وجود قضية أو حكم أو تنفيذ.","حدد هل لديك مجرد مطالبة، قضية، حكم، أم طلب تنفيذ.","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","استعلام عن طلب تنفيذ | ناجز | استعلام تنفيذ","لتحديد المرحلة يكفي رقم الطلب أو القضية إن وجد، أو الحالة الظاهرة لك في ناجز. هذه معلومات لتحديد الإجراء وليست قائمة مستندات لتقديم خدمة.","لا توجد مستندات مطلوبة.","مدة تنفيذ الخدمة المنشورة قصيرة/إلكترونية وليست مهلة حق.","لا رسوم مثبتة لهذه الخطوة المعلوماتية.","غير منطبق ظاهرًا","ينتقل المسار إلى الحالة الإجرائية الصحيحة.","","","","وزارة العدل — استعلام عن طلب تنفيذ","https://www.moj.gov.sa/ar/eServices/pages/9bd2e276-3110-4e32-a00e-330de0fec9a4.aspx","2026-09-20","قابلة للتغير","STALE RISK","نظام تنفيذ جديد نُشر في 2026 وسيحل محل النظام السابق بعد 180 يومًا؛ يلزم تثبيت تاريخ النفاذ وخطة تحديث النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-MUN-COMMITTEE-JUDICIAL","عام ومتعدد القطاعات","Q001: وش صار معك؟ ← بنك/تمويل/تأمين/زكاة/ضريبة/اتصالات/جهة حكومية → Q110: مشكلتك مع أي جهة أو خدمة؟ ← خصوصية أو طيران أو تعليم أو بلدية → Q269: وش نوع المشكلة المتخصصة الأخرى؟ ← مشكلة بلدية أو مخالفة أو ترخيص بلدي → Q265: وش نوع مشكلتك مع البلدية؟ ← صدر قرار لجنة التظلمات البلدية وأريد الاعتراض عليه","صدر قرار من لجنة التظلمات والشكاوى البلدية وتريد الاعتراض عليه.","يجوز التظلم من قرار اللجنة أمام المحكمة الإدارية خلال ستين يومًا من تاريخ العلم به؛ احتفظ بقرار اللجنة وإثبات التبليغ، ثم استخدم منصة معين لتقديم الدعوى الإدارية.","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","المحكمة الإدارية","منصة معين الرقمية | دعوى جديدة أو طلب قضائي بحسب الحالة المحددة في النتيجة؛ لا يُستخدم كطلب داخل قضية/تنفيذ إلا إذا نصت النتيجة على ذلك.","جهّز قرار اللجنة وإثبات التبليغ أو العلم به، وأصل القرار البلدي والتظلم السابق والمستندات المؤيدة. تاريخ العلم يُستخدم لحساب المهلة ولا يُعامل كمستند مستقل إلا من حيث الدليل الذي يثبته.","","","","تنتقل المنازعة إلى القضاء الإداري، وتتابع الدعوى والطلبات عبر منصة معين.","تنتقل المنازعة إلى القضاء الإداري، وتتابع الدعوى والطلبات عبر منصة معين.","نظام إجراءات التراخيص البلدية","","","هيئة الخبراء بمجلس الوزراء — نظام إجراءات التراخيص البلدية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/1dd4c3d4-f4e9-4c15-852f-a9a700f21cab/1","2026-09-20","قابلة للتغير","STALE RISK","نظام تنفيذ جديد نُشر في 2026 وسيحل محل النظام السابق بعد 180 يومًا؛ يلزم تثبيت تاريخ النفاذ وخطة تحديث النتيجة.","HIGH","النتيجة تمس الاختصاص أو طريق الاعتراض/التنفيذ أو مدة/رسومًا مؤثرة.","نعم","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-MUN-FINE-OBJECTION","البنوك والتمويل والتأمين والسوق المالية","Q001: وش صار معك؟ ← بنك/تمويل/تأمين/زكاة/ضريبة/اتصالات/جهة حكومية → Q110: مشكلتك مع أي جهة أو خدمة؟ ← خصوصية أو طيران أو تعليم أو بلدية → Q269: وش نوع المشكلة المتخصصة الأخرى؟ ← مشكلة بلدية أو مخالفة أو ترخيص بلدي → Q265: وش نوع مشكلتك مع البلدية؟ ← عندي مخالفة أو غرامة من البلدية بسبب زيارة رقابية","لديك مخالفة أو غرامة بلدية ناتجة عن زيارة رقابية على المنشأة.","ادخل منصة بلدي واختر خدمة الاعتراض، ثم راجع الزيارة الرقابية وحدد المخالفة وقدّم سبب الاعتراض وما يؤيده خلال المدة النظامية.","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","منصة بلدي | اعتراض على حكم/قرار قضائي بطريق الاستئناف بحسب المرحلة.","رقم المخالفة أو الزيارة وسبب الاعتراض بيانات تُستخدم لتحديد المخالفة وتعبئة الاعتراض. أرفق الصور أو المستندات المؤيدة عند توفرها بحسب الحالة؛ ولا تُعامل بيانات النموذج كمستندات مستقلة.","","","","يُحال الاعتراض للمراجعة إلكترونيًا، ويمكن متابعة حالته من منصة بلدي.","يُحال الاعتراض للمراجعة إلكترونيًا، ويمكن متابعة حالته من منصة بلدي.","","","","منصة بلدي — وزارة البلديات والإسكان — منصة الاعتراضات الموحدة — الاعتراض على الغرامات البلدية","https://balady.gov.sa/ar/all-products/10634","2026-09-20","قابلة للتغير","PROCEDURAL GUIDANCE","المرجع وصف خدمة رسمية، لا نصًا نظاميًا يحسم الحق أو الاختصاص.","MEDIUM","معلومة إجرائية أو متغيرة أو مدعومة جزئيًا؛ الخطأ قابل للتدارك غالبًا لكنه يربك المستخدم.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
"R-SP-BANK-ACCOUNT-OPEN-CLOSE","البنوك والتمويل والتأمين والسوق المالية","Q001: وش صار معك؟ ← بنك/تمويل/تأمين/زكاة/ضريبة/اتصالات/جهة حكومية → Q110: مشكلتك مع أي جهة أو خدمة؟ ← بنك أو تمويل أو تأمين أو سوق مالية → Q267: وش نوع المشكلة المالية أو التأمينية؟ ← بنك / مصرف / شركة تمويل → Q285: وش المشكلة البنكية اللي صارت؟ ← تحويل معلق / صراف / حساب / سداد مبكر → Q286: وش نوع المشكلة البنكية الأخرى؟ ← البنك رفض فتح حساب أو أغلق / قيّد حسابي","البنك رفض فتح حسابك أو أغلق/قيّد الحساب وتريد معرفة السبب والاعتراض.","اطلب من البنك توضيح حالة الحساب والسبب والإجراء المطلوب، وقدّم شكوى للبنك إذا كنت تعترض على القرار أو لم تحصل على معالجة واضحة.","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","دعوى جديدة أو طلب قضائي بحسب الحالة المحددة في النتيجة؛ لا يُستخدم كطلب داخل قضية/تنفيذ إلا إذا نصت النتيجة على ذلك.","الهوية وبيانات الحساب أو طلب فتح الحساب والإشعارات أو المراسلات المرتبطة بالقرار.","","","","يوضح البنك حالة الحساب ومتطلبات المعالجة؛ وإذا لم تُحل المشكلة يمكنك التصعيد عبر الشكوى الرسمية.","يوضح البنك حالة الحساب ومتطلبات المعالجة؛ وإذا لم تُحل المشكلة يمكنك التصعيد عبر الشكوى الرسمية.","","","","البنك المركزي السعودي — مبادئ وقواعد حماية عملاء المؤسسات المالية","https://rulebook.sama.gov.sa/ar/entiresection/5847","2026-09-20","قابلة للتغير","STALE RISK","نظام تنفيذ جديد نُشر في 2026 وسيحل محل النظام السابق بعد 180 يومًا؛ يلزم تثبيت تاريخ النفاذ وخطة تحديث النتيجة.","MEDIUM","معلومة إجرائية أو متغيرة أو مدعومة جزئيًا؛ الخطأ قابل للتدارك غالبًا لكنه يربك المستخدم.","اعتماد سريع","ما مقدار المدة وبدايتها ونهايتها والاستثناءات وأثر فواتها وفق النص المطبق على هذه الحالة؟","NEEDS REVIEW",""
