"Monitor ID","الفئة","الموضوع","Results المتأثرة","عدد Results","المصدر الرسمي","الوضع الحالي","تاريخ النشر","تاريخ النفاذ","النظام القديم","النظام الجديد","هل يلزم تعديل المشروع الآن؟","Trigger for update","Last checked","Next review"
"LCM-038","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-PROC-RECONSIDERATION-STAY","1","https://www.moj.gov.sa/ar/eServices/pages/34a53f98-57e0-4f8b-9bad-78a095ebae4b.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-039","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-FAM-CUSTODY-DEEP | R-FAM-MAHR-DEBT | R-FAM-WILL-AFTER-DEBTS | R-FAM-WILL-MULTIPLE | R-FAM-WILL-VALIDITY","5","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-040","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-FAM-CUSTODY-VISIT-RIGHT","1","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-041","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-FAM-DECISION-CUSTODY | R-FAM-VISIT-LETTER","2","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-042","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-FAM-DECISION-VISIT","1","https://www.moj.gov.sa/sites/knowledgebase/Documents02/CRM_CCTS_c5ab2283-5d8f-4b19-8dfc-25784000f01a.pdf","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-043","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-FAM-MAINT-ARREARS","1","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-044","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-FAM-NAFAQA-CHILD | R-FAM-NAFAQA-WIFE","2","https://laws.boe.gov.sa/Files/Download/?attId=e1b4e2e3-46b5-4659-a8f1-b11600da934a","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-045","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-FAM-SHAML","1","https://moj.gov.sa/ar/Ministry/WeCare/Pages/ChildAndFamilyRights.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-046","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-FAM-VISIT-OBSTRUCTION","1","https://www.moj.gov.sa/ar/eServices/pages/d5e26711-4105-4ad9-8cd8-bc6d66242591.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-047","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-SP-FINANCE-COMMITTEE","1","https://rulebook.sama.gov.sa/ar/المادة-الثالثة-عشرة-13","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-048","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-SP-ZATCA-WAIT","1","https://zatca.gov.sa/ar/eServices/Pages/eServices-021.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-049","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-CIVIL-LEASE-DAMAGE | R-CIVIL-LEASE-DELIVERY | R-CIVIL-LEASE-END | R-CIVIL-LEASE-HOLDOVER | R-CIVIL-LEASE-RENT | R-CIVIL-LEASE-SUBLEASE | R-CIVIL-LEASE-TENANT-DAMAGE | R-CIVIL-GIFT-CONDITION | R-CIVIL-GIFT-FORMALITY | R-CIVIL-GIFT-NONOWNER | R-CIVIL-GIFT-REVOCATION | R-CIVIL-LOAN-EQUIVALENT | R-CIVIL-LOAN-NO-TERM | R-CIVIL-RESCISSION-BREACH | R-CIVIL-SETTLEMENT-DEBT | R-CIVIL-SETTLEMENT-EFFECT | R-CIVIL-SETTLEMENT-UNKNOWN | R-CIVIL-CONTRACTOR-DELAY | R-CIVIL-CREDITOR-REFUSAL | R-CIVIL-GUARANTEE-CLAIM | R-CIVIL-GUARANTEE-END | R-CIVIL-GUARANTEE-RECOURSE | R-CIVIL-GUARANTEE-SECURITY-FIRST | R-CIVIL-LOAN-REPAY | R-CIVIL-SALE-EVICTION | R-CIVIL-SPECIFIC-PERFORMANCE | R-MOVABLE-CONTRACT-CLAIM","27","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-050","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-MUN-COMMITTEE-JUDICIAL","1","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/1dd4c3d4-f4e9-4c15-852f-a9a700f21cab/1","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-051","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-SP-BANK-ACCOUNT-OPEN-CLOSE","1","https://rulebook.sama.gov.sa/ar/entiresection/5847","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-052","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-SP-HEALTH-INS-DENIAL","1","https://www.chi.gov.sa/ServicesDirectory/Pages/ComplaintAgaistICFIC.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-053","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-GOSI-CONTRIBUTION","1","https://www.gosi.gov.sa/","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-054","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-GOSI-REVIEW-IND","1","https://beta.gosi.gov.sa/ar/services/individual-services/Review_Decision1","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-055","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-CONTRACTING-CIVIL-COURT | R-SALE-CHECK-CASE-STAGE","2","https://moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-056","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-SP-ECOM-DELAY","1","https://mc.gov.sa/ar/ecc/pages/default.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-057","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-CIVIL-SALE-DELIVERY | R-CIVIL-SALE-PRICE","2","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-058","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-LEGAL-FEES-AGREEMENT | R-LEGAL-FEES-ESTIMATE","2","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f42655be-79b0-4fd4-bb90-a9a700f26a3e/1","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-059","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-QIWA-TRANSFER","1","https://www.hrsd.gov.sa/ministry-services/services/نقل-الموظفين","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-060","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-SP-GSTC-CHECK | R-SP-GSTC-ESCALATE","2","https://zatca.gov.sa/ar/eServices/Pages/eServices-028.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
"LCM-061","F. نظام جديد منشور ولم يدخل حيز النفاذ","انتقال نظام التنفيذ 2026","R-UNI-DECISION-REVIEW","1","https://www.moe.gov.sa/ar/contactus/Pages/Tawasul.aspx","النظام السابق مطبق حتى ثبوت تاريخ نفاذ النظام الجديد وأحكامه الانتقالية.","2026-05-01","بعد 180 يومًا من النشر — يثبتها المحامي رسميًا","نظام التنفيذ السابق وتعديلاته","نظام التنفيذ المنشور في أم القرى عام 2026","لا قبل ثبوت النفاذ والانطباق؛ جهّز تحديثًا مؤرخًا.","بلوغ تاريخ النفاذ ونشر اللائحة/الأحكام الانتقالية.","2026-09-23","2026-10-15"
