"result_id","package","risk","authority","court","service","platform","deadline","costs","articles","source_id","source_authority","source_title","source_url","last_verified","automated_review","human_status","human_notes"
"R-FAM-WAQF-DOC","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق وقف","ناجز","3 أيام كمدة تنفيذ خدمة منشورة، وليست مهلة سقوط.","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""""","SRC70-SOCIAL","وزارة العدل","دليل خدمات الحالات الاجتماعية","https://www.moj.gov.sa/sites/knowledgebase/Documents02/CRM_CCTS_919838cc-7a15-45a8-967c-c144f1225f42.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-FAM-INHERITANCE-RENUNCIATION","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","الإقرار بالتنازل عن حصة إرثية","ناجز","لا توجد مهلة سقوط مثبتة؛ الطلب يُلغى إلكترونيًا بعد 48 ساعة إذا لم تتم المصادقة.","رسوم الخدمة: لا يوجد.","""""","SRC86-INHREN","وزارة العدل","الإقرار بالتنازل عن حصة إرثية","https://www.moj.gov.sa/ar/eServices/Pages/f67eca8c-bdfc-419e-8815-8b28a1c1d464.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-DOC-DEBT-WAIVER","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","الإقرار بالتنازل عن دين","ناجز","مدة تنفيذ الخدمة المعروضة 0–1؛ SLA وليست مهلة سقوط.","رسوم الخدمة: لا يوجد","""""","SRC87-WD","وزارة العدل","الإقرار بالتنازل عن دين","https://www.moj.gov.sa/ar/eServices/Pages/77e3313f-b87b-42c9-b146-b16b51ce768c.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-DOC-MONEY-WAIVER","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","الإقرار بالتنازل عن مبلغ مالي","ناجز","مدة تنفيذ الخدمة المعروضة 0–1؛ SLA وليست مهلة سقوط.","رسوم الخدمة: لا يوجد","""""","SRC87-WM","وزارة العدل","الإقرار بالتنازل عن مبلغ مالي","https://www.moj.gov.sa/ar/eServices/pages/e60fa60a-a113-4126-a1f4-be40896df5a2.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-DOC-MOVABLE-RECEIPT","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","الإقرار باستلام منقول","ناجز","مدة تنفيذ الخدمة تشغيلية لا سقوط حق. رسوم الخدمة: لا يوجد.","لا تكاليف قضائية مثبتة للخدمة نفسها.","""""","SRC88-MOVREC","وزارة العدل","الإقرار باستلام منقول","https://www.moj.gov.sa/ar/eServices/pages/937727d6-914d-4cda-a04a-aaecfb0eb05e.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-DOC-MOVABLE-WAIVER","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","الإقرار بالتنازل عن منقول","ناجز","مدة تنفيذ الخدمة تشغيلية وليست مهلة سقوط.","رسوم الخدمة: لا يوجد","""""","SRC89-WMOV","وزارة العدل","الإقرار بالتنازل عن منقول","https://www.moj.gov.sa/ar/eservices/pages/4a40a308-f23d-42a7-ac33-cac0debbd13f.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-CA-APPEAL","01-القائد-القانوني-العام","MEDIUM","برنامج حساب المواطن","","","","","","""""","SRC-CA-RULES-2026","برنامج حساب المواطن","ضوابط الدعم المقدم من خلال برنامج حساب المواطن","https://portal.ca.gov.sa/sites/default/files/لوائح وأنظمة ضوابط الدعم المقدم من خلال برنامج حساب المواطن.pdf","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-CA-PAYMENT-COMPLAINT","01-القائد-القانوني-العام","MEDIUM","برنامج حساب المواطن","","","","","","""""","SRC-CA-AMOUNT-2026","برنامج حساب المواطن","مقدار الدعم المقدم من خلال حساب المواطن","https://portal.ca.gov.sa/sites/default/files/مقدار الدعم المقدم من خلال حساب المواطن_0.pdf","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-CA-IBAN","01-القائد-القانوني-العام","MEDIUM","برنامج حساب المواطن","","","","","","""""","SRC-CA-AMOUNT-2026","برنامج حساب المواطن","مقدار الدعم المقدم من خلال حساب المواطن","https://portal.ca.gov.sa/sites/default/files/مقدار الدعم المقدم من خلال حساب المواطن_0.pdf","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SS-APPLY","01-القائد-القانوني-العام","MEDIUM","وزارة الموارد البشرية والتنمية الاجتماعية","","","","","","""""","SRC-HRSD-SS-2026","وزارة الموارد البشرية والتنمية الاجتماعية","نظام الضمان الاجتماعي المطور","https://www.hrsd.gov.sa/ministry-services/services/نظام-الضمان-الاجتماعي-المطور","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SS-ELIGIBILITY-APPEAL","01-القائد-القانوني-العام","HIGH","وزارة الموارد البشرية والتنمية الاجتماعية — برنامج الضمان الاجتماعي المطور.","","","","","لا توجد رسوم مثبتة للاعتراض الإلكتروني على أهلية الضمان في المصدر الرسمي المرتبط بالخدمة.","""""","SRC-HRSD-SS-ELIGIBILITY-2026","وزارة الموارد البشرية والتنمية الاجتماعية","معايير وخطوات الأهلية والاعتراض والاستحقاق في الضمان الاجتماعي","https://www.hrsd.gov.sa/media-center/news/معايير وخطوات-للأهلية","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SS-FIN-COMPLAINT","04-القطاعات-التنظيمية","MEDIUM","وزارة الموارد البشرية والتنمية الاجتماعية","","","","","","""""","SRC-HRSD-SS-ELIGIBILITY-2026","وزارة الموارد البشرية والتنمية الاجتماعية","معايير وخطوات الأهلية والاعتراض والاستحقاق في الضمان الاجتماعي","https://www.hrsd.gov.sa/media-center/news/معايير وخطوات-للأهلية","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SS-SERVICE-TICKET","01-القائد-القانوني-العام","MEDIUM","وزارة الموارد البشرية والتنمية الاجتماعية","","","","","","""""","SRC-HRSD-SS-TICKET-2026","وزارة الموارد البشرية والتنمية الاجتماعية","شكاوي واستفسارات واقتراحات المستفيدين من الضمان","https://www.hrsd.gov.sa/ministry-services/services/شكاوي-واستفسارات-واقتراحات-المستفيدين-من-الضمان","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-GOSI-SANED-APPLY","01-القائد-القانوني-العام","MEDIUM","التأمينات الاجتماعية","","","التأمينات الاجتماعية","","","""""","SRC-GOSI-SANED","التأمينات الاجتماعية","نظام التأمين ضد التعطل عن العمل (ساند)","https://beta.gosi.gov.sa/ar/saned","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-GOSI-SANED-EXEMPTION","01-القائد-القانوني-العام","MEDIUM","التأمينات الاجتماعية","","","التأمينات الاجتماعية","","","""""","SRC-GOSI-SANED-EXEMPTION","التأمينات الاجتماعية","خدمة طلب الإعفاء من مهلة ساند","https://beta.gosi.gov.sa/ar/services/individual-services/RequestExcemption","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-GOSI-SANED-RESUME","01-القائد-القانوني-العام","MEDIUM","التأمينات الاجتماعية","","","التأمينات الاجتماعية","","","""""","SRC-GOSI-SANED-RESUME","التأمينات الاجتماعية","خدمة استئناف صرف تعويضات التعطل عن العمل","https://beta.gosi.gov.sa/ar/services/individual-services/Resumption_of_unemployment_compensation_payments","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-GOSI-REVIEW-IND","01-القائد-القانوني-العام","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","التأمينات الاجتماعية","","","""""","SRC-GOSI-REVIEW-IND","المؤسسة العامة للتأمينات الاجتماعية","طلب التماس / اعتراض بشأن قرار متخذ من المؤسسة — الأفراد","https://beta.gosi.gov.sa/ar/services/individual-services/Review_Decision1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-GOSI-REVIEW-BIZ","01-القائد-القانوني-العام","MEDIUM","المؤسسة العامة للتأمينات الاجتماعية","","","التأمينات الاجتماعية","","","""""","SRC-GOSI-REVIEW-BIZ","المؤسسة العامة للتأمينات الاجتماعية","طلب التماس / اعتراض بشأن قرار متخذ من المؤسسة — أصحاب العمل","https://beta.gosi.gov.sa/ar/services/business/Review_Decision2","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-GOSI-DISABILITY-APPEAL","01-القائد-القانوني-العام","HIGH","المؤسسة العامة للتأمينات الاجتماعية — اللجنة الطبية الاستئنافية.","","","التأمينات الاجتماعية","","لا توجد رسوم قضائية مثبتة لهذه الخدمة الطبية الإدارية في المصدر الرسمي المرتبط بها.","""""","SRC-GOSI-DISABILITY-APPEAL","المؤسسة العامة للتأمينات الاجتماعية","استئناف قرار العجز","https://beta.gosi.gov.sa/ar/services/individual-services/Appeal_The_Disability_Decision_","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-GOSI-SERVICE-COMPLAINT","01-القائد-القانوني-العام","MEDIUM","المؤسسة العامة للتأمينات الاجتماعية","","","التأمينات الاجتماعية","","","""""","SRC-GOSI-COMPLAINT","المؤسسة العامة للتأمينات الاجتماعية","تقديم شكوى","https://beta.gosi.gov.sa/ar/services/individual-services/Make-a-complaint","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-AIR-PASSENGER","04-القطاعات-التنظيمية","MEDIUM","الهيئة العامة للطيران المدني","","","","","","""""","SRC-GACA-PASSENGER-RIGHTS","الهيئة العامة للطيران المدني","لائحة حماية حقوق المسافرين — ضوابط وشروط تقديم الشكوى","https://gaca.gov.sa/-/media/Files/PDF/Content--Pages/Know-your-rights-AR.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-MOVABLE-CIVIL-CLAIM","01-القائد-القانوني-العام","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","ناجز","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-MOVABLE-CONTRACT-CLAIM","01-القائد-القانوني-العام","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-MOVABLE-DAMAGE-CLAIM","01-القائد-القانوني-العام","MEDIUM","المحكمة المختصة بحسب طبيعة العلاقة والمطالبة.","","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-CONTRACTING-CIVIL-COURT","02-القضاء-والتنفيذ-والأحوال","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","ناجز","","","""""","SRC-MOJ-FIRST-COURTS","وزارة العدل","محاكم الدرجة الأولى واختصاصاتها","https://moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-COMM-IP-COPYRIGHT-SERVICE","03-الإداري-والعمالي-والتجاري","LOW","وزارة العدل — المحكمة التجارية عند انطباق اختصاصها النظامي.","المحكمة التجارية","لديك مصنف مكتوب وتريد توثيقه بالتسجيل لدى الهيئة","","وقت التنفيذ 7 أيام عمل وهو SLA.","","""رسوم الفحص والتسجيل تختلف للفرد والمنشأة والطلاب كما تنشر الهيئة؛ تعرض للمستخدم حسب صفته.""","SRC153-COPY","الهيئة السعودية للملكية الفكرية","تسجيل مصنف مكتوب","https://www.saip.gov.sa/ar/services/copyrights/copyr7","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-COMM-IP-COPYRIGHT-ENFORCEMENT","03-الإداري-والعمالي-والتجاري","LOW","وزارة العدل — المحكمة التجارية عند انطباق اختصاصها النظامي.","المحكمة التجارية","لديك حكم نهائي في حق المؤلف وتريد تنفيذه لدى الهيئة","الخدمات الإلكترونية للهيئة السعودية للملكية الفكرية","وقت التنفيذ 10 أيام عمل كمدة خدمة لا مهلة سقوط.","","""الخدمة بلا رسوم وفق الهيئة.""","SRC153-COPY","الهيئة السعودية للملكية الفكرية","تسجيل مصنف مكتوب","https://www.saip.gov.sa/ar/services/copyrights/copyr7","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-COMM-IP-PATENT-SERVICE","03-الإداري-والعمالي-والتجاري","LOW","وزارة العدل — المحكمة التجارية عند انطباق اختصاصها النظامي.","المحكمة التجارية","لديك اختراع وتريد طلب حمايته ببراءة","","وقت تنفيذ الإيداع فوري؛ وهو وقت خدمة لا مدة حق.","","""رسوم الإيداع المنشورة: 400 ريال للأفراد و800 ريال للمؤسسات.""","SRC153-PAT","الهيئة السعودية للملكية الفكرية","إيداع طلب براءة اختراع","https://www.saip.gov.sa/ar/services/patents/patent-application","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-COMM-IP-PATENT-ENFORCEMENT","03-الإداري-والعمالي-والتجاري","LOW","وزارة العدل — المحكمة التجارية عند انطباق اختصاصها النظامي.","المحكمة التجارية","لديك حكم قضائي نهائي واجب النفاذ متعلق ببراءة اختراع وتريد تنفيذه لدى الهيئة","الهيئة السعودية للملكية الفكرية أو ناجز بحسب نوع الطلب","وقت التنفيذ المنشور 10 أيام عمل، وهو SLA للخدمة لا مهلة سقوط.","","""الخدمة بلا رسوم وفق الهيئة.""","SRC153-PAT","الهيئة السعودية للملكية الفكرية","إيداع طلب براءة اختراع","https://www.saip.gov.sa/ar/services/patents/patent-application","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-PRIVACY-FOLLOW","04-القطاعات-التنظيمية","MEDIUM","الهيئة السعودية للبيانات والذكاء الاصطناعي (سدايا)","","","","","","""""","SRC-SDAIA-PDPL-COMPLAINT","الهيئة السعودية للبيانات والذكاء الاصطناعي (سدايا)","اللائحة التنفيذية لنظام حماية البيانات الشخصية — تقديم ومعالجة الشكاوى","https://dgp.sdaia.gov.sa/wps/portal/pdp/knowledgecenter/details/PDPL2","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-PRIVACY-RESPONSE-REVIEW","04-القطاعات-التنظيمية","MEDIUM","الهيئة السعودية للبيانات والذكاء الاصطناعي (سدايا)","","","","","","""""","SRC-SDAIA-PDPL-COMPLAINT","الهيئة السعودية للبيانات والذكاء الاصطناعي (سدايا)","اللائحة التنفيذية لنظام حماية البيانات الشخصية — تقديم ومعالجة الشكاوى","https://dgp.sdaia.gov.sa/wps/portal/pdp/knowledgecenter/details/PDPL2","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-AIR-FOLLOW","04-القطاعات-التنظيمية","MEDIUM","الهيئة العامة للطيران المدني","","","","","","""""","SRC-GACA-PASSENGER-RIGHTS","الهيئة العامة للطيران المدني","لائحة حماية حقوق المسافرين — ضوابط وشروط تقديم الشكوى","https://gaca.gov.sa/-/media/Files/PDF/Content--Pages/Know-your-rights-AR.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-AIR-ESCALATE","04-القطاعات-التنظيمية","MEDIUM","الهيئة العامة للطيران المدني","","","","","","""""","SRC-GACA-PASSENGER-RIGHTS","الهيئة العامة للطيران المدني","لائحة حماية حقوق المسافرين — ضوابط وشروط تقديم الشكوى","https://gaca.gov.sa/-/media/Files/PDF/Content--Pages/Know-your-rights-AR.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-EDU-FOLLOW","01-القائد-القانوني-العام","MEDIUM","وزارة التعليم","","","","","","""""","SRC-MOE-PRIVATE-FEES","وزارة التعليم","القواعد المنظمة للرسوم الدراسية للمدارس الأهلية والعالمية","https://www.moe.gov.sa/ar/education/generaleducation/Pages/NSFeesRules.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-EDU-RESPONSE-REVIEW","01-القائد-القانوني-العام","MEDIUM","وزارة التعليم","","","","","","""""","SRC-MOE-PRIVATE-FEES","وزارة التعليم","القواعد المنظمة للرسوم الدراسية للمدارس الأهلية والعالمية","https://www.moe.gov.sa/ar/education/generaleducation/Pages/NSFeesRules.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-ELECTRICITY-FOLLOW","04-القطاعات-التنظيمية","MEDIUM","الهيئة السعودية لتنظيم الكهرباء","","","","","","""""","SRC-SERA-COMPLAINTS","الهيئة السعودية لتنظيم الكهرباء","الدليل الإرشادي لخدمة تصعيد شكاوى الخدمات الكهربائية","https://sera.gov.sa/-/media/wera/pdfs/e-service/complaint-escalation-guide.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-ELECTRICITY-ESCALATE","04-القطاعات-التنظيمية","MEDIUM","الهيئة السعودية لتنظيم الكهرباء","","","","","","""""","SRC-SERA-COMPLAINTS","الهيئة السعودية لتنظيم الكهرباء","الدليل الإرشادي لخدمة تصعيد شكاوى الخدمات الكهربائية","https://sera.gov.sa/-/media/wera/pdfs/e-service/complaint-escalation-guide.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-ELECTRICITY-COMP-REVIEW","04-القطاعات-التنظيمية","MEDIUM","الهيئة السعودية لتنظيم الكهرباء","","","","","","""""","SRC-SERA-COMPLAINTS","الهيئة السعودية لتنظيم الكهرباء","الدليل الإرشادي لخدمة تصعيد شكاوى الخدمات الكهربائية","https://sera.gov.sa/-/media/wera/pdfs/e-service/complaint-escalation-guide.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-WATER-FOLLOW","04-القطاعات-التنظيمية","MEDIUM","الهيئة السعودية للمياه","","","","","","""""","SRC-SWA-WATER-COMPLAINTS","الهيئة السعودية للمياه","تصعيد الشكاوى — الأسئلة الشائعة","https://swaprd.atit.sa/ar/faq/complaint","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-WATER-RESPONSE-REVIEW","04-القطاعات-التنظيمية","MEDIUM","الهيئة السعودية للمياه","","","","","","""""","SRC-SWA-WATER-COMPLAINTS","الهيئة السعودية للمياه","تصعيد الشكاوى — الأسئلة الشائعة","https://swaprd.atit.sa/ar/faq/complaint","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SPECIAL-WATER-COMP-REVIEW","04-القطاعات-التنظيمية","MEDIUM","الهيئة السعودية للمياه","","","","","","""""","SRC-SWA-WATER-COMPLAINTS","الهيئة السعودية للمياه","تصعيد الشكاوى — الأسئلة الشائعة","https://swaprd.atit.sa/ar/faq/complaint","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SP-ADMIN-GRIEVANCE-PENDING","03-الإداري-والعمالي-والتجاري","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","","","","""""","SRC-BOE-BOG-PLEADINGS","هيئة الخبراء بمجلس الوزراء","نظام المرافعات أمام ديوان المظالم","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f2f7b465-b576-4f47-a8e7-a9a700f27202/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SP-ADMIN-TIMING-REVIEW","03-الإداري-والعمالي-والتجاري","MEDIUM","ديوان المظالم عبر منصة معين الرقمية.","","","منصة معين الرقمية","","","""""","SRC-BOE-BOG-PLEADINGS","هيئة الخبراء بمجلس الوزراء","نظام المرافعات أمام ديوان المظالم","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f2f7b465-b576-4f47-a8e7-a9a700f27202/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-BROKERAGE-REAL","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع عمولة وساطة عقارية / بلاغ تنظيمي بحسب المطلوب","","إذا لم يتفق على مدة عقد الوساطة فتكون 90 يومًا من تاريخ إبرامه وفق المادة 7؛ وتوجب اللائحة إنهاء عقد الوساطة في المنصة خلال 5 أيام عمل من تمام الصفقة. هذه ليست مهلة سقوط موحدة للمطالبة القضائية.","لا مبلغ قضائي موحد؛ يتحدد بحسب المسار القضائي النهائي.","""""","SRC102-REGA-SYS","الهيئة العامة للعقار","نظام الوساطة العقارية","https://rega.gov.sa/الأنظمة-والقرارات/الأنظمة-واللوائح-والأدلة/الأنظمة/نظام-الوساطة-العقارية/","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-BROKERAGE-COMMERCIAL","03-الإداري-والعمالي-والتجاري","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","المحكمة التجارية","مطالبة عمولة وساطة غير عقارية ذات وصف تجاري","ناجز","لا توجد مدة موحدة لكل مطالبات الوساطة التجارية في صفحة صحيفة الدعوى؛ الميعاد يتحدد بالنظام الخاص والعلاقة.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع القضية.","""""","SRC103-CLAIM","وزارة العدل","صحيفة دعوى","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-BROKERAGE-CIVIL","01-القائد-القانوني-العام","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","مطالبة عمولة وساطة غير عقارية لا يثبت لها وصف تجاري أو اختصاص خاص","ناجز","لا توجد مدة موحدة لكل المطالبات المدنية بالعمولة في صفحة الخدمة؛ تفحص المدة بحسب أساس الحق.","رسوم خدمة صحيفة الدعوى: لا يوجد؛ وقد تنطبق التكاليف القضائية بحسب نوع القضية.","""""","SRC103-CLAIM","وزارة العدل","صحيفة دعوى","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-LEGAL-FEES-AGREEMENT","01-القائد-القانوني-العام","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","","","","""""","SRC-BOE-LAW-PRACTICE","هيئة الخبراء بمجلس الوزراء","نظام المحاماة — المادة السادسة والعشرون بعد تعديل 1447هـ","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f42655be-79b0-4fd4-bb90-a9a700f26a3e/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-LEGAL-FEES-ESTIMATE","01-القائد-القانوني-العام","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","","","","""""","SRC-BOE-LAW-PRACTICE","هيئة الخبراء بمجلس الوزراء","نظام المحاماة — المادة السادسة والعشرون بعد تعديل 1447هـ","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f42655be-79b0-4fd4-bb90-a9a700f26a3e/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-DV-IMMEDIATE","01-القائد-القانوني-العام","MEDIUM","وزارة الداخلية","","","","","","""""","SRC-MOI-EMERGENCY","وزارة الداخلية","الدليل الرقمي — أرقام الطوارئ","https://www.moi.gov.sa/wps/wcm/connect/1d7766f8-b8af-40cb-a3c7-55603ee286ec/Guidance.pdf?CACHEID=ROOTWORKSPACE-1d7766f8-b8af-40cb-a3c7-55603ee286ec-o0jvZ6U&CONVERT_TO=url&MOD=AJPERES","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-DV-PROTECTION","01-القائد-القانوني-العام","MEDIUM","وزارة الموارد البشرية والتنمية الاجتماعية","","","","","","""""","SRC-HRSD-DV-1919","وزارة الموارد البشرية والتنمية الاجتماعية","الإبلاغ عن العنف الأسري — مركز بلاغات الحماية الأسرية 1919","https://www.hrsd.gov.sa/ministry-services/services/الإبلاغ-عن-العنف-الأسري","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-DV-CRIMINAL-PROTECTION","01-القائد-القانوني-العام","MEDIUM","مركز بلاغات العنف الأسري بوزارة الموارد البشرية، والجهة الأمنية عند وجود جريمة أو خطر مباشر.","","","","","","""""","SRC-BOE-PROTECTION-ABUSE","هيئة الخبراء بمجلس الوزراء","نظام الحماية من الإيذاء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/83f450eb-7985-461f-b053-a9a700f2ba08/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-DV-REVIEW","01-القائد-القانوني-العام","MEDIUM","وزارة الموارد البشرية والتنمية الاجتماعية","","","","","","""""","SRC-HRSD-DV-1919","وزارة الموارد البشرية والتنمية الاجتماعية","الإبلاغ عن العنف الأسري — مركز بلاغات الحماية الأسرية 1919","https://www.hrsd.gov.sa/ministry-services/services/الإبلاغ-عن-العنف-الأسري","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-PRODUCT-FINANCIAL-REVIEW","04-القطاعات-التنظيمية","MEDIUM","وزارة التجارة للبلاغ التجاري، والمحكمة المختصة عند المطالبة بالتعويض.","","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-PRODUCT-BODILY-HARM","01-القائد-القانوني-العام","MEDIUM","الجهة الرقابية المختصة بنوع المنتج، والمحكمة المختصة عند المطالبة بالتعويض.","","","","","","""""","SRC-BOE-CIVIL-TRANSACTIONS","هيئة الخبراء بمجلس الوزراء","نظام المعاملات المدنية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SFDA-COSMETIC","01-القائد-القانوني-العام","MEDIUM","الهيئة العامة للغذاء والدواء","","","","","","""""","SRC-SFDA-COSMETIC","الهيئة العامة للغذاء والدواء","نظام تيقظ — بلاغات أعراض جانبية لمنتجات التجميل","https://www.sfda.gov.sa/ar/eservices/%D9%86%D8%B8%D8%A7%D9%85-%D8%AA%D9%8A%D9%82%D8%B8-%D8%A8%D9%84%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A3%D8%B9%D8%B1%D8%A7%D8%B6-%D8%AC%D8%A7%D9%86%D8%A8%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84","2026-09-21","REVIEWED","NEEDS_REVIEW",""
