"source_id","title","authority","source_type","original_url","final_url","official_domain","official_domain_verified","http_status","access_status","response_method","content_type","https","redirected","verification_status","classification","relation_check","keyword_hits","notes","reason","verification_date","checked_at","last_verified","manual_check_required","legal_review_required","affected_results","affected_count"
"SRC-MOJ-EXEC-AMOUNT-CURRENT","تعديل مبلغ المطالبة","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/Pages/7b84d5eb-82aa-4b63-b06e-be92c72158ef.aspx","https://www.moj.gov.sa/ar/eServices/Pages/7b84d5eb-82aa-4b63-b06e-be92c72158ef.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-MOJ-EXEC-APPLY","تقديم طلب تنفيذ","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://moj.gov.sa/ar/eservices/pages/1c719954-3463-4754-85e1-1b319b937b86.aspx","https://moj.gov.sa/ar/eservices/pages/1c719954-3463-4754-85e1-1b319b937b86.aspx","moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-EXEC-APPLY-CURRENT","تقديم طلب تنفيذ","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://moj.gov.sa/ar/eservices/pages/1c719954-3463-4754-85e1-1b319b937b86.aspx","https://moj.gov.sa/ar/eservices/pages/1c719954-3463-4754-85e1-1b319b937b86.aspx","moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-MOJ-EXEC-END","إنهاء طلب التنفيذ","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/152ff72e-0c8d-42b2-9f16-3f81e5cf38d2.aspx","https://www.moj.gov.sa/ar/eServices/Pages/152ff72e-0c8d-42b2-9f16-3f81e5cf38d2.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-MOJ-EXEC-FAMILY-DECISIONS","اتفاقية مستوى الخدمة — إصدار قرار حضانة وقرار زيارة","وزارة العدل","LEGAL_SOURCE","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","7","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","","0"
"SRC-MOJ-EXEC-FIN-REPORT","اتفاقية مستوى الخدمة — الاستعلام عن التقرير المالي","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","6","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","","0"
"SRC-MOJ-EXEC-GRACE","طلب إمهال - تأجيل السند التنفيذي","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/a7eef02b-d9ad-4d3f-9ad0-7b9a67399313.aspx","https://www.moj.gov.sa/ar/eServices/Pages/a7eef02b-d9ad-4d3f-9ad0-7b9a67399313.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","4","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-MOJ-EXEC-LEGAL-REP","إدراج ممثل نظامي","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/Pages/477600c3-653d-42c7-b6ae-ac5484952123.aspx","https://www.moj.gov.sa/ar/eServices/Pages/477600c3-653d-42c7-b6ae-ac5484952123.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","","0"
"SRC-MOJ-EXEC-NOTIFY-DECISION","تبليغ المنفذ ضده بصدور قرار التنفيذ","وزارة العدل","LEGAL_SOURCE","https://www.moj.gov.sa/ar/eservices/pages/notify%20enforcement%20debtor%20of%20the%20issuance%20of%20an%20enforcement%20decision.aspx","https://www.moj.gov.sa/ar/eservices/pages/notify%20enforcement%20debtor%20of%20the%20issuance%20of%20an%20enforcement%20decision.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","5","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","","0"
"SRC-MOJ-EXEC-PAYMENT","إثبات السداد","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/pages/0fabf9ed-05ba-497e-9e4e-1e227103fc00.aspx","https://www.moj.gov.sa/ar/eServices/pages/0fabf9ed-05ba-497e-9e4e-1e227103fc00.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-EXEC-PROOF-PAYMENT","إثبات السداد","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/pages/0fabf9ed-05ba-497e-9e4e-1e227103fc00.aspx","https://www.moj.gov.sa/ar/eServices/pages/0fabf9ed-05ba-497e-9e4e-1e227103fc00.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-MOJ-EXEC-QUERY","استعلام عن طلب تنفيذ","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://moj.gov.sa/ar/eServices/Pages/9bd2e276-3110-4e32-a00e-330de0fec9a4.aspx","https://moj.gov.sa/ar/eServices/Pages/9bd2e276-3110-4e32-a00e-330de0fec9a4.aspx","moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-15","NO","NO","","0"
"SRC-MOJ-EXEC-REACTIVATE","طلب إعادة تفعيل طلب تنفيذ بعد انتهاء مدة الإمهال","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/42bc9d16-70e4-43ad-bb8d-0a8e156ffb72.aspx","https://www.moj.gov.sa/ar/eServices/Pages/42bc9d16-70e4-43ad-bb8d-0a8e156ffb72.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","5","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-EXEC-REACTIVATE-CURRENT","طلب إعادة تفعيل طلب تنفيذ بعد انتهاء مدة الإمهال","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/42bc9d16-70e4-43ad-bb8d-0a8e156ffb72.aspx","https://www.moj.gov.sa/ar/eServices/Pages/42bc9d16-70e4-43ad-bb8d-0a8e156ffb72.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","5","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-MOJ-EXEC-SLA","اتفاقية مستوى الخدمة - خدمات التنفيذ","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","5","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-15","NO","NO","","0"
"SRC-MOJ-EXEC-TRANSFER","طلب تحويل مبلغ محجوز","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/9bc63703-4291-4cc6-9615-ac15a3cfce36.aspx","https://www.moj.gov.sa/ar/eServices/Pages/9bc63703-4291-4cc6-9615-ac15a3cfce36.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-EXEC-TRANSFER-SEIZED-CURRENT","طلب تحويل مبلغ محجوز","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/9bc63703-4291-4cc6-9615-ac15a3cfce36.aspx","https://www.moj.gov.sa/ar/eServices/Pages/9bc63703-4291-4cc6-9615-ac15a3cfce36.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-MOJ-EXPERT","طلب الخبرة","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eservices/pages/fbe131b9-406f-4fae-9438-64e2f259e3e8.aspx","https://www.moj.gov.sa/ar/eservices/pages/fbe131b9-406f-4fae-9438-64e2f259e3e8.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","1","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-FAMILY-DISPUTE-ENTRY","منصة تراضي + صحيفة الدعوى","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://taradhi.moj.gov.sa/ServiceUsage","https://taradhi.moj.gov.sa/ServiceUsage","taradhi.moj.gov.sa","YES","200","HTTP_200","GET","text/html","YES","NO","ACTIVE","ACTIVE","NEEDS_MANUAL_CONTENT_CHECK","1","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","YES","NO","","0"
"SRC-MOJ-FAMILY-SHAML","حقوق الطفل والأسرة — مبادرة شمل","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/Ministry/WeCare/Pages/ChildAndFamilyRights.aspx","https://www.moj.gov.sa/ar/Ministry/WeCare/Pages/ChildAndFamilyRights.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","4","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","","0"
"SRC-MOJ-FIRST-COURTS","محاكم الدرجة الأولى واختصاصاتها","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","https://moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","R-CONTRACTING-CIVIL-COURT | R-SALE-CHECK-CASE-STAGE | R-REAL-STATUS-CHECK","3"
"SRC-MOJ-FIRST-COURTS-REAL","محاكم الدرجة الأولى - اختصاص المحاكم العامة في الدعاوى العقارية","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","https://moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","6","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-14","NO","NO","","0"
"SRC-MOJ-FIRST-DEFENSE","طلب مذكرة الدفاع الأولى","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/pages/bcdcda2b-1b77-428b-ae80-0dfc04bf07fa.aspx","https://www.moj.gov.sa/ar/eServices/pages/bcdcda2b-1b77-428b-ae80-0dfc04bf07fa.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-HEARING-CALENDAR","عرض تقويم الجلسات","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/Pages/325bf81f-b6a5-4891-92b3-fc25298fb242.aspx","https://www.moj.gov.sa/ar/eServices/Pages/325bf81f-b6a5-4891-92b3-fc25298fb242.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-HEIRS","إصدار حصر الورثة","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/17b08d90-809c-45cf-bd41-9eb8d15fabcb.aspx","https://www.moj.gov.sa/ar/eServices/Pages/17b08d90-809c-45cf-bd41-9eb8d15fabcb.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-HEIRS-DIGITIZE","طلب رقمنة وثيقة حصر الورثة","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/f8cc5fe9-1957-41e5-a2d9-7ebad1e25ff3.aspx","https://www.moj.gov.sa/ar/eServices/Pages/f8cc5fe9-1957-41e5-a2d9-7ebad1e25ff3.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","","0"
"SRC-MOJ-INHAAT","إصدار حصر الورثة — وزارة العدل","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/17b08d90-809c-45cf-bd41-9eb8d15fabcb.aspx","https://www.moj.gov.sa/ar/eServices/Pages/17b08d90-809c-45cf-bd41-9eb8d15fabcb.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-20","NO","NO","","0"
"SRC-MOJ-INHERITANCE-CALC","حساب المواريث","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/Pages/7f678c3b-6251-439e-ab04-64638df6635f.aspx","https://www.moj.gov.sa/ar/eServices/Pages/7f678c3b-6251-439e-ab04-64638df6635f.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-INHERITANCE-PLATFORM","منصة التركات — حصر الورثة وحصر التركة وقسمة التركة","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://merath.moj.gov.sa/","https://merath.moj.gov.sa/","merath.moj.gov.sa","YES","206","HTTP_206","GET","text/html; charset=UTF-8","YES","NO","ACTIVE","ACTIVE","NEEDS_MANUAL_CONTENT_CHECK","1","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","YES","NO","","0"
"SRC-MOJ-INHERITANCE-RENUNCIATION","الإقرار بالتنازل عن حصة إرثية","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/Pages/f67eca8c-bdfc-419e-8815-8b28a1c1d464.aspx","https://www.moj.gov.sa/ar/eServices/Pages/f67eca8c-bdfc-419e-8815-8b28a1c1d464.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","","0"
"SRC-MOJ-INTERVENTION","طلب التدخل","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/Pages/f0778b45-0b49-4612-aef8-42e432d3b773.aspx","https://www.moj.gov.sa/ar/eServices/Pages/f0778b45-0b49-4612-aef8-42e432d3b773.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","1","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-JOIN","طلب الإدخال","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eServices/pages/6d7b2dff-62e9-4d1e-b125-d6cc7d1cc1eb.aspx","https://www.moj.gov.sa/ar/eServices/pages/6d7b2dff-62e9-4d1e-b125-d6cc7d1cc1eb.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","1","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-JUDGMENT-CORRECT-INTERPRET","طلب تصحيح الحكم أو تفسيره","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eservices/pages/3f275eb8-cf00-4a70-9e1d-e7aa2256bd75.aspx","https://www.moj.gov.sa/ar/eservices/pages/3f275eb8-cf00-4a70-9e1d-e7aa2256bd75.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-22","NO","NO","","0"
"SRC-MOJ-JUDGMENT-OBJECT","الاعتراض على الحكم","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/Pages/cba332a0-28b8-4ce0-ab00-ef4ddeb9ab64.aspx","https://www.moj.gov.sa/ar/eServices/Pages/cba332a0-28b8-4ce0-ab00-ef4ddeb9ab64.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-15","NO","NO","R-LAWYER-JUDGMENT-STRATEGY","1"
"SRC-MOJ-JUDICIAL-COSTS","التكاليف القضائية","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/eservices/pages/143507f9-e5db-4423-a0c1-9f489c6c3893.aspx","https://www.moj.gov.sa/ar/eservices/pages/143507f9-e5db-4423-a0c1-9f489c6c3893.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-19","NO","NO","","0"
"SRC-MOJ-JUDICIAL-REQUESTS-SLA","اتفاقية مستوى الخدمة — خدمات القضاء في ناجز","وزارة العدل","OFFICIAL_SERVICE_PAGE","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","5","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","","0"
"SRC-MOJ-MAINT-DEDUCT","تنفيذ الاستقطاع","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/pages/0756dde6-14de-481a-a6e6-ec9bd642b284.aspx","https://www.moj.gov.sa/ar/eServices/pages/0756dde6-14de-481a-a6e6-ec9bd642b284.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-14","NO","NO","","0"
"SRC-MOJ-MARRIAGE-NEW","وزارة العدل — إنشاء عقد زواج","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/Pages/3e5e8e63-9a67-4ada-bafb-b16bb6b9f3fd.aspx","https://www.moj.gov.sa/ar/eServices/Pages/3e5e8e63-9a67-4ada-bafb-b16bb6b9f3fd.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","","0"
"SRC-MOJ-MARRIAGE-NONSAUDI","وزارة العدل — توثيق زواج أحد الزوجين غير سعودي","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/pages/c5586468-24ca-47e2-81b6-625813dcfba2.aspx","https://www.moj.gov.sa/ar/eServices/pages/c5586468-24ca-47e2-81b6-625813dcfba2.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","5","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","","0"
"SRC-MOJ-MARRIAGE-PAPER-ATTEST","وزارة العدل — تصديق عقد زواج","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/pages/6f961e87-0b95-484a-9af7-055aeaf121c0.aspx","https://www.moj.gov.sa/ar/eServices/pages/6f961e87-0b95-484a-9af7-055aeaf121c0.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","","0"
"SRC-MOJ-MARRIAGE-VERIFY","وزارة العدل — التحقق من عقد زواج","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/eServices/pages/ab23882a-91f5-468a-aa9f-240c8cdc04b4.aspx","https://www.moj.gov.sa/ar/eServices/pages/ab23882a-91f5-468a-aa9f-240c8cdc04b4.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","","0"
