Source ID,Title,Authority,URL,Usage Status,Used by Results,Disposition
"SRC-MOJ-MARRIAGE-VERIFY","وزارة العدل — التحقق من عقد زواج","وزارة العدل","https://www.moj.gov.sa/ar/eServices/pages/ab23882a-91f5-468a-aa9f-240c8cdc04b4.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-MONEY-RECEIPT-ACK","وزارة العدل – الإقرار باستلام مبلغ مالي","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/1d20b5c0-3f84-4374-92d1-0976a99322d5.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-MORTGAGE-RELEASE","إنشاء طلب فك رهن عقاري","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/fb45c8c7-da49-4d25-b0ff-ad270dcad1a7.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-MOVABLE-ACKS","الإقرار باستلام منقول / الإقرار بالتنازل عن منقول","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/4a40a308-f23d-42a7-ac33-cac0debbd13f.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-POA-ISSUE","إصدار وكالة فردية","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/3472d517-7cb4-4cd5-a6bc-2abc9751eea3.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-POA-REGISTER","طلب تسجيل وكالة","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/40e619cb-a221-44c2-ba99-af7b70c37bd8.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-POA-REVOKE","فسخ وكالة","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/98936b42-6b58-47e4-932c-c98840010095.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-POA-VERIFY","التحقق من وكالة","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/Verify-power-of-attorney.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-RESUME","طلب استمرار السير في الدعوى","وزارة العدل","https://www.moj.gov.sa/ar/eServices/pages/7f9f1f8e-a582-4268-8c55-af8a9d9761ee.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-RETURN-DOC","توثيق رجعة","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/8f097103-691f-438f-9a20-d492b564965e.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-SLA-CURRENT","اتفاقية مستوى الخدمة","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-STATEMENT-OF-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-STAY","طلب وقف السير في الدعوى","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/d1ef87c9-918d-4106-81a3-1b937f114c27.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-STRUCK","طلب إعادة النظر في قضية مشطوبة","وزارة العدل","https://www.moj.gov.sa/ar/eServices/pages/ff1f9ae8-29dd-4fb9-bd91-04561c321fee.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-URGENT-CLAIMS","الدعاوى المستعجلة","وزارة العدل","https://moj.gov.sa/ar/eservices/pages/d73f20f6-8693-4381-9a5a-1f7120815918.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-VISIT-EXEC","طلب خدمة زيارة","وزارة العدل","https://www.moj.gov.sa/ar/eServices/pages/d5e26711-4105-4ad9-8cd8-bc6d66242591.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-WAQF-DOC","توثيق وقف","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/b65c996a-fe8e-4c0c-a906-986da7b2b183.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-WILL-DOC","توثيق وصية","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/9f1a7d54-2b76-4a92-bd26-85ae39878b5e.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MOJ-WITHDRAW","طلب ترك الخصومة","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/5ccadb53-2b3c-4f58-b898-5b0d481c903a.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-MYGOV-CYBER-REPORT","Cyber Crime Reports — Ministry of Interior","المنصة الوطنية / وزارة الداخلية","https://my.gov.sa/en/services/398352","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-NCAR-PERSONAL-STATUS-REG","لائحة نظام الأحوال الشخصية","المركز الوطني للوثائق والمحفوظات/منصة استطلاع الأنظمة","https://ncar.gov.sa/document-details/eyJpdiI6ImRxVHRENzEvS0I1WFBlbDR0Uk5PM1E9PSIsInZhbHVlIjoiRDNScjdoajNZc0dpZENLZDFyWHJhZz09IiwibWFjIjoiOTVhZTE3NTMwYWY1OWU4NmE0NWM0MDBiM2NhNThjZTgzZDhhZDQ4MDY5OGVmZmRmNzIyNTI5N2IwYjI1YzUzZSIsInRhZyI6IiJ9","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-COSTREG","اللائحة التنفيذية لنظام التكاليف القضائية","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d7e8efd3-4021-4413-8255-ae7c00f190de/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-COSTS-LAW","نظام التكاليف القضائية","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3e368087-7b31-46e7-8005-ada100b8f703/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-COSTS-REG","اللائحة التنفيذية لنظام التكاليف القضائية","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d7e8efd3-4021-4413-8255-ae7c00f190de/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-CPL","نظام المرافعات الشرعية","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f0eaae46-9f84-40ee-815e-a9a700f268b3/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-CUSTODY","طلب خدمة حضانة","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/739b4d6e-c736-4d27-ba3e-a6d17dd561aa.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-CUSTODY-LETTER","طلب إصدار خطاب حضانة","وزارة العدل","https://www.moj.gov.sa/sites/knowledgebase/Documents02/CRM_CCTS_2c37a563-df95-416b-b229-e2d037a3e575.pdf","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-CUSTODYDOC65","توثيق حضانة","وزارة العدل","https://moj.gov.sa/ar/eservices/pages/e2560f40-ddf8-4e37-b212-394787344aef.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-EXEC","نظام التنفيذ","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c81ba2f1-1bf1-443b-9b1c-a9a700f27110/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-EXEC-VERIFY","التحقق من طلب التنفيذ","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/8cc249d5-9f9c-464f-a772-25192e8fdf3b.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-MOJ-CASETRIP","رحلة القضية في وزارة العدل","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-MOJ-RECONSIDER","التماس إعادة النظر","وزارة العدل","https://www.moj.gov.sa/ar/eServices/pages/34a53f98-57e0-4f8b-9bad-78a095ebae4b.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-MOJ-SLA","اتفاقية مستوى الخدمة","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-SLA","اتفاقية مستوى الخدمة","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-RBR-VERIFY","التحقق من طلب التنفيذ","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/8cc249d5-9f9c-464f-a772-25192e8fdf3b.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-REGA-EJAR-SETTLEMENT","الصلح لمستفيدي برنامج إيجار","الهيئة العامة للعقار","https://rega.gov.sa/rega-services/eservices/%D8%A7%D9%84%D8%B5%D9%84%D8%AD-%D9%84%D9%85%D8%B3%D8%AA%D9%81%D9%8A%D8%AF%D9%8A-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A5%D9%8A%D8%AC%D8%A7%D8%B1/","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-REGA-REGISTRY","السجل العقاري وخدمات التسجيل العيني","الهيئة العامة للعقار","https://rega.gov.sa/rega-services/platforms/real-estate-registry/","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-SAIP-COPYRIGHT","تسجيل مصنف جديد - المصنفات المكتوبة","الهيئة السعودية للملكية الفكرية","https://www.saip.gov.sa/ar/services/copyrights/copyr7","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-SAIP-HOME","خدمات الملكية الفكرية","الهيئة السعودية للملكية الفكرية","https://www.saip.gov.sa/ar","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-SAIP-PATENT","إيداع طلب براءة اختراع","الهيئة السعودية للملكية الفكرية","https://saip.gov.sa/ar/services/patents/patent1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-SAIP-TRADEMARKS","العلامات التجارية","الهيئة السعودية للملكية الفكرية","https://www.saip.gov.sa/ar/services/trademarks","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC-UQN-RENT-CONTROLS","الأحكام النظامية الخاصة بضبط العلاقة بين المؤجر والمستأجر","جريدة أم القرى","https://www.uqn.gov.sa/details?p=28602","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC100-GUIDE","شرح نظام الإثبات","وزارة العدل","https://www.moj.gov.sa/Documents/Sharing/ExplanationOfTheProofSystem.pdf","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC100-PROOFPDF","نظام الإثبات - نسخة PDF","وزارة العدل","https://www.moj.gov.sa/Documents/Regulations/pdf/ProofSystem.pdf","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC102-REGA-REG","اللائحة التنفيذية لنظام الوساطة العقارية","الهيئة العامة للعقار","https://rega.gov.sa/الأنظمة-والقرارات/الأنظمة-واللوائح-والأدلة/اللوائح/اللائحة-التنفيذية-لنظام-الوساطة-العقارية/","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC103-TRIP","رحلة القضية في وزارة العدل","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC104-DEDUCT","تنفيذ الاستقطاع","وزارة العدل","https://www.moj.gov.sa/ar/eServices/pages/0756dde6-14de-481a-a6e6-ec9bd642b284.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC104-TRIP","رحلة القضية في وزارة العدل","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC105-TRIP","رحلة القضية في وزارة العدل","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC106-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC106-EXEC","تقديم طلب تنفيذ","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/1c719954-3463-4754-85e1-1b319b937b86.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC107-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC110-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC110-TRIP","رحلة القضية في وزارة العدل","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC111-CLAIM","صحيفة دعوى","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC111-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC112-CLAIM","صحيفة دعوى","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC115-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC115-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC116-CLAIM","صحيفة دعوى","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC116-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC117-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC117-EXEC","تقديم طلب تنفيذ","وزارة العدل","https://moj.gov.sa/ar/eservices/pages/1c719954-3463-4754-85e1-1b319b937b86.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC118-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC118-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC119-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC119-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC120-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC120-EXEC","تقديم طلب تنفيذ","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/1c719954-3463-4754-85e1-1b319b937b86.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC121-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC121-EXEC","تقديم طلب تنفيذ","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/1c719954-3463-4754-85e1-1b319b937b86.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC121-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC124-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC124-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC125-CLAIM","صحيفة دعوى","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC125-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC127-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC127-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC128-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC128-FAM","نظام الأحوال الشخصية - الوصية","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC128-INHAAT","الخدمات الإنهائية - توثيق وصية","وزارة العدل","https://inhaatportal.moj.gov.sa/tabsnew.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC129-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC129-EVID","نظام الإثبات","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC129-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC130-CLAIM","صحيفة دعوى","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC130-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC132-EVID","نظام الإثبات","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC132-MOJ","الخدمات القضائية الحالية","وزارة العدل","https://www.moj.gov.sa/ar/Pages/default.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC132-SLA","اتفاقية مستوى الخدمة","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC133-CLAIM","صحيفة دعوى","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC133-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC134-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC134-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC136-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC136-INHAAT","الخدمات الإنهائية - نقل إقامة الولي والاستمرار إلى صحيفة الدعوى","وزارة العدل","https://inhaatportal.moj.gov.sa/tabsnew.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC137-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC137-FAM","نظام الأحوال الشخصية - الحضانة","هيئة الخبراء بمجلس الوزراء","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC137-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC138-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC138-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC139-MOJ","صحيفة الدعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC139-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC140-MOJ","صحيفة الدعوى والخدمات القضائية","وزارة العدل","https://www.moj.gov.sa/ar/Pages/default.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC140-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC141-CALC","حساب المواريث","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/7f678c3b-6251-439e-ab04-64638df6635f.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC141-ESTATE","إصدار حصر تركة","وزارة العدل","https://www.moj.gov.sa/ar/eServices/pages/2841c3bc-6aea-4ef7-9c70-934c28952fd8.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC142-CLAIM","صحيفة دعوى","وزارة العدل","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC142-COURTS","محاكم الدرجة الأولى - اختصاص الأحوال الشخصية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC142-PLEAD","نظام المرافعات الشرعية ولائحته التنفيذية","وزارة العدل","https://moj.gov.sa/Documents/Regulations/pdf/50.2.pdf","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC143-CALC","حساب المواريث","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/7f678c3b-6251-439e-ab04-64638df6635f.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC143-COURTS","اختصاص محاكم الأحوال الشخصية","وزارة العدل","https://moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC143-ESTATE","قسمة تركة اتفاقية","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/f49aa181-459d-4d5f-b48c-64d092b919e6.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC144-COURTS","اختصاص محاكم الأحوال الشخصية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Courts/Pages/FirstCourts.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC144-EXEC","طلب خدمة حضانة/تنفيذ أحوال شخصية","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/739b4d6e-c736-4d27-ba3e-a6d17dd561aa.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC144-MOJ","صحيفة دعوى","وزارة العدل","https://www.moj.gov.sa/ar/eservices/pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC144-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC145-ADHL","تعميم دعاوى العضل","وزارة العدل/المجلس الأعلى للقضاء","https://www.moj.gov.sa/Documents/Regulations/pdf/LegalPleadingsSystemAndItsExecutiveRegulations.pdf","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC145-MOJ","صحيفة الدعوى","وزارة العدل","https://www.moj.gov.sa/ar/Pages/default.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC145-TRIP","رحلة القضية","وزارة العدل","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC146-DIVIDE","قسمة تركة اتفاقية","وزارة العدل","https://www.moj.gov.sa/ar/eServices/Pages/f49aa181-459d-4d5f-b48c-64d092b919e6.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC146-ESTATE","إصدار حصر تركة","وزارة العدل","https://www.moj.gov.sa/ar/eServices/pages/2841c3bc-6aea-4ef7-9c70-934c28952fd8.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
"SRC146-MOJ","صحيفة الدعوى واختصاص الأحوال الشخصية","وزارة العدل","https://www.moj.gov.sa/ar/Pages/default.aspx","UNUSED / RESERVED","0","Retained; not presented by any current Result"
